UserID,MovieID,Rating,Timestamp
13,434,3,978202151
13,1262,4,978202201
13,1204,5,978202201
13,1259,4,978202246
13,1210,4,978202282
13,2871,3,978202282
13,952,3,978202328
13,2987,3,978202328
13,1129,3,978202328
13,2161,4,978202353
13,1376,3,978202353
13,592,3,978202377
13,2370,4,978202417
14,2920,5,978200528
14,2826,2,978200645
14,3354,3,978200924
14,2692,4,978200975
15,1198,4,978196126
15,1968,4,978196188
15,2188,3,978196348
15,3155,4,978196389
15,2605,3,978196499
15,3113,4,978196499
15,2688,3,978196546
15,2676,3,978196625
15,3753,5,978196741
15,2598,3,978196775
15,2724,3,978196817
15,2001,4,978197004
15,3535,2,978197348
15,2006,4,978197453
15,2916,4,978197453
15,1580,2,978197476
15,2028,4,978197856
15,47,4,978198104
15,524,4,978198150
15,356,4,978198169
15,1639,2,978198201
15,2908,3,978198266
15,3723,4,978198394
15,1883,3,978198442
15,2496,3,978198493
15,1485,3,978198548
15,1732,3,978198601
15,2567,4,978198847
15,1909,4,978198907
15,266,4,978198907
15,1586,3,978212065
15,1213,4,978212141
16,266,2,978174188
16,2572,4,978174414
16,2770,3,978174443
16,2369,5,978174535
16,2720,1,978174597
17,1185,5,978158471
17,1193,5,978158471
17,1779,2,978158536
17,3624,4,978158656
17,3745,4,978158656
17,3879,4,978158689
17,3755,3,978158733
17,541,5,978158919
17,1704,4,978159386
17,110,4,978159386
17,3114,5,978159386
17,296,5,978159386
17,2571,4,978159435
17,503,2,978159568
17,1408,5,978159642
17,428,5,978159784
17,2501,4,978159815
17,319,4,978159896
17,340,3,978160129
17,1748,5,978160157
17,2912,4,978160228
17,454,4,978160260
17,1527,5,978160260
17,2542,4,978160337
17,1240,5,978160490
17,3702,3,978160616
17,2117,4,978160680
17,968,4,978160739
17,1129,4,978160792
17,1374,4,978160792
17,2528,3,978160848
17,2407,4,978160848
17,2046,4,978160887
18,1367,1,978152203
18,1097,5,978152454
18,2100,4,978152486
18,1967,5,978152515
18,1201,4,978152999
18,1291,5,978153033
18,969,5,978153033
18,1387,4,978153033
18,2951,4,978153146
18,2000,4,978153146
18,3753,3,978153170
18,3633,5,978153219
18,1580,5,978153303
18,10,5,978153344
18,2105,4,978153476
18,1801,1,978153513
18,2826,4,978153540
18,1391,3,978153583
18,434,2,978153612
18,1377,2,978153649
18,1690,1,978153649
18,3257,2,978153771
18,44,4,978153795
18,1739,1,978153912
18,737,1,978154005
18,2701,3,978154031
18,3877,1,978154123
18,3479,5,978154409
18,2116,4,978154452
18,421,4,978154467
18,3269,4,978154505
18,2470,3,978154505
18,1049,1,978154621
18,2080,5,978154798
18,595,5,978154834
18,596,4,978154834
18,1688,4,978154834
18,2018,4,978154907
18,2081,5,978154931
18,2142,3,978155072
18,3397,5,978155207
18,2052,3,978155273
18,2082,4,978155318
18,3399,4,978155339
18,296,5,978155542
18,1711,4,978155816
18,3247,4,978155837
18,2858,5,978156168
19,2115,3,978146747
19,2366,4,978146910
19,2993,4,978146910
19,2948,5,978146939
19,2947,4,978146939
19,3624,5,978146984
19,3638,4,978147060
19,2529,3,978147099
19,1597,3,978147099
19,368,2,978147113
19,1220,5,978147137
19,1376,3,978147210
19,2353,3,978147253
19,380,4,978147271
19,1552,3,978147313
19,3744,4,978147373
19,2490,2,978147395
19,1722,4,978299479
19,2338,2,978299555
19,2321,4,978299636
19,2002,5,978299673
19,1772,4,978299844
19,1407,4,978300170
19,1717,2,978300170
19,2860,5,978554075
19,2700,4,978554164
19,1753,3,978554208
19,2790,3,978554969
19,1219,5,978555104
19,1258,5,978555104
19,2648,4,978555104
19,2160,2,978555141
19,1994,5,978555173
19,1321,4,978555222
19,3930,3,978555317
19,1645,4,978555360
19,2710,3,978555360
19,720,5,978555994
19,588,4,978556083
19,1282,3,978556177
20,1617,5,978143181
20,648,4,978143369
20,457,4,978143508
21,1274,3,978139347
21,2987,3,978139382
21,2700,5,978139382
22,1210,3,978134049
22,2985,2,978134049
22,1214,4,978134073
22,3578,5,978134462
22,771,5,978134623
22,2858,5,978134744
22,1278,2,978134977
22,2139,4,978135126
22,1282,4,978135153
22,1259,4,978135723
22,2291,4,978135925
22,16,4,978135979
22,3526,4,978136083
22,1240,4,978136462
22,474,3,978136641
22,47,4,978136641
22,1909,1,978136804
22,1792,2,978136908
22,257,3,978136997
22,1479,2,978136997
22,1917,1,978137060
22,786,1,978137076
22,1687,3,978137076
22,185,2,978137099
22,2338,1,978137202
22,2716,4,978152972
22,3608,4,978153018
22,2100,2,978153058
22,2406,3,978153080
22,2371,3,978153096
22,2081,2,978153170
22,1091,2,978153321
22,3809,4,978153710
22,223,4,978153710
22,2108,3,978153733
22,1883,2,978153733
22,368,4,978153806
22,2572,2,978154074
22,1485,1,978154074
22,2671,2,978154111
22,3120,3,978154139
22,532,4,978154155
22,248,2,978154178
22,216,2,978154178
22,3243,3,978154199
22,2012,3,978154219
22,1689,3,978154379
23,908,3,978133428
23,435,2,978133468
23,593,4,978133468
23,3708,3,978133468
23,1171,2,978460152
23,70,4,978460739
23,1019,2,978461308
23,2100,4,978461410
23,2174,4,978461410
23,2105,2,978461410
23,317,3,978461513
23,3877,1,978461689
23,296,5,978462095
23,1953,4,978462275
23,1234,5,978462275
23,1227,2,978462330
23,2268,3,978462452
23,1912,4,978462554
23,3104,4,978462555
23,1645,3,978462640
23,521,2,978462640
23,2542,4,978462735
23,3763,2,978462735
23,1223,4,978463614
23,745,3,978463614
23,1274,3,978463711
23,750,4,978463892
23,1199,3,978463893
23,2553,3,978463956
23,1214,3,978463956
23,1965,4,978464076
23,1127,5,978464112
23,1653,3,978464112
23,1676,3,978464211
23,2527,5,978464267
23,968,4,978464267
23,1909,3,978464367
23,1320,2,978464461
23,2628,4,978464461
23,2311,4,978464598
23,1306,5,978464598
23,1690,5,978464728
23,2808,3,978464728
23,1544,3,978464842
23,1188,3,978465336
23,39,4,978465404
23,1060,1,978465404
23,348,2,978465537
24,1220,4,978131980
24,3526,4,978132011
24,3552,5,978132040
24,3039,4,978132083
24,2915,4,978132083
24,3608,3,978132083
24,1663,4,978132083
24,2144,4,978132083
24,2301,4,978132128
24,2100,4,978132163
24,2132,5,978132879
24,1777,4,978133171
24,1377,4,978133200
24,1569,4,978133237
24,175,4,978133814
24,802,3,978133879
24,1027,3,978133933
24,590,4,978134286
24,1094,4,978135019
24,3685,4,978135045
24,260,5,978135156
25,223,5,978130919
25,2700,2,978131240
25,3114,4,978131266
25,2987,4,978131283
25,2571,3,978132158
25,1387,3,978132226
25,1376,5,978132234
25,3676,1,978132285
25,1580,4,978132347
25,2012,5,978132347
25,2393,2,978132424
25,1371,2,978132424
25,435,3,978132739
26,1704,5,978130729
26,524,5,978138560
26,597,4,978138759
26,1682,5,978138796
26,2706,3,978139135
26,3450,2,978139209
26,454,5,978139258
26,1711,2,978139311
26,3274,3,978139333
26,2759,2,978139536
26,1833,4,978139735
26,1888,3,978139827
26,585,2,978139966
26,3063,3,978140187
26,1126,1,978140254
26,135,2,978140333
26,673,2,978140454
26,1265,4,978140876
26,2145,3,978140971
26,2424,3,978141008
26,2469,5,978141095
26,1801,3,978141134
26,2146,5,978141178
26,2802,4,978141204
26,48,3,978141288
26,2822,3,978141288
26,207,5,978141306
26,1556,2,978141377
26,1394,5,978141439
26,3421,3,978141452
26,3114,3,978141494
26,3253,2,978141649
26,2700,1,978141688
26,2134,2,978141783
26,2111,2,978141807
26,1135,4,978141879
26,3707,4,978142043
26,2541,5,978142080
26,2020,5,978142127
26,3705,3,978142486
26,2291,1,978142589
26,3448,2,978142647
26,1028,1,978142738
26,3528,3,978142812
26,1947,3,978142952
26,1097,2,978143197
26,1376,1,978143197
26,1271,3,978144677
26,2387,3,978144832
26,708,3,978144865
26,804,4,978145105
26,4,3,978145310
26,315,3,978145667
26,2053,1,978145681
26,2042,2,978145709
26,2412,2,978146047
26,2798,1,978146047
26,2906,4,978146047
26,694,3,978146288
26,1285,3,978146649
26,2243,5,978146718
26,3846,2,978146876
26,3525,3,978146940
26,2418,2,978146974
27,1997,3,978128920
27,3730,5,978128920
27,922,4,978129176
27,913,5,978129176
27,2987,2,978129223
27,3364,5,978129223
27,3030,5,978129302
27,2973,3,978129332
27,1276,5,978129368
27,1180,4,978129392
27,2872,2,978129642
28,3101,2,978125359
28,1617,2,978125515
28,954,5,978125566
28,3097,4,978125624
28,898,4,978125705
28,1200,4,978125796
28,2762,4,978125811
28,2571,3,978125885
28,846,4,978125906
28,1302,3,978126031
28,1265,4,978126107
28,3671,4,978126277
28,1244,4,978126330
28,3260,3,978126370
28,2174,3,978126491
28,1266,3,978126545
29,260,5,978122580
29,1252,3,978122988
29,541,3,978122988
29,2762,3,978122988
29,1204,5,978123040
29,1262,5,978123093
29,1214,4,978135796
29,1240,5,978135833
29,1196,4,978135871
29,1610,3,978135941
29,1210,2,978135986
29,2951,3,978135986
29,2949,4,978135986
29,1215,2,978136022
29,3769,3,978136098
29,3740,4,978136162
30,1922,3,978121871
30,1545,2,978121902
30,2028,4,978121924
30,1213,3,978121924
30,1617,4,978121947
30,1657,3,978122054
31,1136,3,978120401
31,2948,3,978120478
31,648,5,978120588
31,1976,1,978120757
31,3012,2,978120886
31,2874,3,978120938
31,1265,5,978120997
31,947,4,978121038
31,1304,5,978121038
31,3037,4,978121038
31,2000,5,978121088
31,1663,4,978121088
31,2747,5,978121242
31,2355,4,978121242
31,357,5,978121329
31,2001,5,978121375
31,3740,3,978121400
31,1281,3,978121417
32,480,2,978118666
32,1784,3,978118666
32,1956,3,978118701
32,3751,4,978118859
32,47,4,978119379
32,2020,5,978121545
32,1250,4,978122564
33,3396,2,978108058
33,1196,5,978108182
33,1198,5,978108245
33,2858,4,978108299
33,1997,5,978108416
33,919,4,978108416
33,1136,4,978108460
33,903,4,978108516
33,1213,5,978108587
33,2633,4,978108992
33,3334,3,978109054
33,3727,3,978109079
33,2661,4,978109215
33,34,2,978109250
33,1092,4,978109382
33,1302,2,978109513
33,2070,4,978109534
33,2852,4,978109674
33,3098,2,978109889
33,2550,4,978109889
33,3418,4,978109945
33,3100,2,978109979
33,3386,5,978110004
33,454,4,978110004
33,2649,4,978110075
33,2071,4,978110296
33,952,3,978110296
33,3250,3,978110353
33,3244,4,978110380
33,3230,4,978110411
33,1096,4,978110486
33,653,2,978110600
33,3699,2,978110600
33,2009,4,978110616
33,2064,2,978557891
33,3527,5,978558008
33,2183,5,978558122
33,1678,2,978558122
33,3147,5,978558182
33,1333,5,978558219
33,1784,4,978558241
33,2867,2,978558263
33,2918,3,978558263
33,1955,5,978558301
33,2160,4,978558357
33,293,3,978558462
33,17,1,978558517
33,910,2,978558517
33,1610,5,978558546
33,1175,2,978558758
33,1653,2,978559091
33,3546,4,978559204
33,1699,1,978559237
33,1345,2,978559312
33,3110,4,978982170
33,1235,3,978982693
33,3364,4,978982738
33,1230,3,978982738
33,1253,5,978982834
33,2739,2,978982867
33,1301,4,978982867
33,590,2,978982906
34,2858,5,978102938
34,1270,5,978102954
34,1,5,978102970
34,1259,5,978102984
34,933,5,978103077
34,2109,4,978103198
34,2302,5,978103216
34,837,3,978103216
34,1219,4,978103417
34,3499,4,978103444
34,1704,4,978103690
34,3510,5,978103881
34,3623,3,978103932
34,3039,4,978104081
34,3591,4,978104081
34,2100,3,978104105
34,2011,3,978104119
34,2134,3,978104119
34,2145,5,978104134
34,1091,4,978104190
34,2072,2,978104190
34,2794,5,978104238
34,2471,2,978104253
34,587,4,978104399
34,2424,5,978104414
35,902,5,978100391
35,2682,4,978100700
35,3685,4,978101032
35,2020,3,978101107
35,2312,4,978101170
35,2065,2,978101170
35,2474,2,978101193
35,2420,2,978101256
35,1949,4,978101434
35,3871,5,978101573
35,1294,4,978101661
35,2238,4,978101711
35,1078,3,978101711
35,1201,4,978101839
35,2951,4,978101839
35,2921,3,978101839
35,3074,3,978101855
35,1028,4,978101958
35,1035,3,978101982
35,3549,4,978102032
35,3725,1,978102099
35,1269,4,978102272
35,1358,5,978102329
35,2571,4,978102342
35,1370,3,978102460
35,912,5,978102672
35,3152,5,978102705
35,296,4,978102720
35,2966,2,978102751
35,3408,3,978103035
35,1148,4,978103630
36,2671,5,978060955
36,1270,5,978060982
36,3301,4,978061007
36,3213,5,978061285
36,3298,5,978061547
36,2580,5,978061683
36,2137,5,978062190
36,1584,4,978062293
36,589,5,978062293
36,480,5,978062293
36,1876,4,978062357
36,1676,4,978062378
36,2094,4,978062426
36,1831,3,978062488
36,648,5,978062718
36,3424,5,978063192
36,3072,4,978063192
36,1278,5,978063297
36,1079,5,978063297
36,2243,4,978063356
36,2078,4,978063471
36,1081,3,978063547
36,2065,4,978063581
36,356,5,978063678
36,2245,4,978063797
36,2108,3,978063797
36,2406,4,978063844
36,1395,3,978063974
36,3087,4,978064036
36,2418,4,978064036
36,524,4,978064441
36,1189,4,978103870
36,1090,5,978210130
36,1272,5,978210151
36,3448,4,978210234
36,2815,1,978210310
36,1276,5,978210521
36,2883,2,978210620
36,1265,4,978210620
36,1603,4,978210900
36,1358,5,978211140
36,3527,5,978211328
36,3706,3,978211373
36,454,5,978211373
36,1805,5,978211470
36,1722,4,978211531
36,2334,5,978211531
36,1911,4,983647690
36,260,5,993701943
36,858,5,993702088
36,1221,3,993702088
36,2194,5,993702154
36,3418,3,993702211
36,3702,4,993702211
36,592,5,993702241
36,2001,5,993702287
37,1197,5,978046394
37,3159,5,978056151
37,480,3,978056234
37,1721,3,978056849
37,2108,5,978056923
37,2671,5,978057012
37,708,5,978057063
37,1457,4,978057260
38,1393,5,978044548
38,249,5,978044682
38,539,4,978044771
38,2671,4,978044916
38,1569,4,978044916
38,1835,3,978044980
38,2506,4,978044980
38,1894,3,978045139
38,2297,2,978045162
38,92,1,978045312
38,2677,4,978045361
38,2144,4,978045618
38,1573,4,978045658
38,337,3,978045712
38,3623,3,978045876
38,648,3,978045876
39,2027,3,978043398
39,1732,5,978043581
39,2572,4,978043734
39,2710,3,978043778
39,3751,5,978043841
39,3175,4,978044073
39,2805,2,978044192
39,3354,2,978044228
39,2568,3,978044228
40,2524,2,978039263
40,3247,3,978039301
40,969,5,978039514
40,1197,4,978039557
40,2366,3,978039557
40,2987,5,978039629
40,1580,3,978039714
40,2115,5,978039753
40,1376,4,978039795
40,2161,4,978039850
40,3755,4,978039891
40,2094,2,978040023
40,2,5,978040739
40,258,1,978040922
40,750,4,978041037
41,3210,2,978039092
41,2628,5,978039339
41,1658,4,978039467
41,671,5,978039548
42,2916,3,978038981
42,2520,4,978039010
42,1288,4,978039063
42,589,4,978039170
42,1253,4,978039215
42,480,5,978039300
42,32,3,978039300
42,2021,4,978039352
42,2288,4,978039352
42,780,3,978039352
42,2640,4,978039384
42,1909,3,978039452
42,2407,4,978039486
42,3770,4,978039619
42,2012,4,978039619
42,2034,4,978039711
42,185,3,978039711
42,379,4,978039741
42,1373,4,978039771
42,3758,4,978040019
42,2408,3,978040056
42,2456,3,978040056
42,880,2,978040079
42,1240,5,978040211
42,924,5,978040211
42,1019,4,978040259
42,2681,4,978040706
42,858,3,978040784
42,1221,3,978040784
42,1222,4,978040830
42,2949,4,978040857
42,457,4,978040857
42,1275,4,978040936
42,733,3,978040992
42,353,4,978040992
42,1101,4,978041017
43,2371,4,978026321
43,2581,4,978026543
43,3793,4,978026614
44,1294,4,978018537
44,3755,5,978018682
44,1,5,978019369
44,3362,5,978019666
44,2797,4,978019688
44,107,4,978020416
44,3397,5,978020416
44,2529,4,978020993
44,1223,5,978040332
44,780,4,978040851
44,2105,4,978040924
44,1278,5,978041049
44,1265,4,978041129
44,3044,5,978041253
44,2462,1,978041318
44,1986,1,978041370
44,1985,1,978041370
44,1984,1,978041370
44,1645,3,1004409889
44,1552,4,1004409933
44,904,4,1004410151
44,2017,2,1004410364
44,1291,5,1004410532
44,592,3,1004410590
44,1073,4,1004410590
44,1215,2,1004410618
44,2406,4,1004410618
44,590,3,1004410618
44,2968,2,1004410618
44,2167,4,1004410637
45,3108,1,977987959
45,1948,3,977987959
45,1230,3,977988061
45,1244,4,977988138
45,899,3,977988182
45,3612,4,977988253
45,933,3,977988330
45,1782,2,977988489
45,509,1,977988489
45,911,4,977988540
45,708,4,977988613
45,3358,5,977988697
45,587,5,977988697
45,736,2,977988766
45,215,3,977988788
45,48,3,977988826
45,539,3,977988850
45,266,4,977988937
45,2292,1,977989039
45,2469,3,977989111
45,3,2,977989159
45,804,1,977989188
45,2146,2,977989188
45,2629,3,977989188
45,2558,3,977989242
45,1043,2,977989366
45,118,2,977989481
45,3462,3,977989952
45,1304,3,977990018
45,1235,4,977990135
45,1197,3,977990135
45,3543,2,977990162
45,1270,5,977990190
45,1537,3,977990280
45,2081,3,977990316
45,2302,3,977990397
45,3175,5,977990569
45,2779,5,977990698
45,1968,3,977990698
45,3099,5,977990698
45,1958,3,977990727
45,1485,2,977990773
45,2407,4,977990805
45,2245,5,977990805
45,1566,3,977991012
45,2700,1,977991012
45,2155,2,977991106
46,1347,5,977979194
46,366,5,977979194
46,2107,5,977979232
46,1979,5,977979275
46,1974,5,977979275
46,3273,5,977979314
47,1193,4,977978345
47,593,2,977978548
47,1956,4,977978641
48,3745,4,977975360
48,3798,3,977975550
48,593,4,977975743
48,2028,5,977975764
48,2501,4,977975890
48,110,5,977975959
48,1694,2,977975959
48,474,3,977975990
48,590,3,977976066
48,1356,2,977976188
48,3250,3,977976264
48,349,4,977976351
48,3252,3,977976371
48,3809,2,977976548
48,457,4,978012456
48,3213,4,978012456
48,3499,3,978012882
48,2321,3,978012882
48,835,2,978012967
48,1573,3,978013341
48,1810,3,978013366
48,534,3,978013430
48,261,3,978013450
48,383,3,978013493
48,585,3,978013545
48,3450,3,978013589
48,3259,4,978013628
48,1027,4,978013800
48,780,4,978013820
48,350,3,978013888
48,586,4,978013933
48,1270,4,978032226
48,541,4,978032226
48,3070,3,978032248
48,2641,3,978032310
48,2642,2,978032332
48,2393,3,978032556
48,1294,4,978058841
48,3753,4,978058908
48,1488,3,978058994
48,2816,2,978059046
48,2078,4,978059458
48,596,4,978059458
48,1022,3,978059458
48,1566,3,978059615
48,48,3,978059636
48,673,2,978059636
48,919,4,978059730
48,1028,4,978059792
48,2083,3,978060218
48,2088,3,978060218
48,1304,3,978060543
48,916,4,978060650
48,910,3,978060808
48,2918,4,978060880
48,1136,3,978061081
48,3608,2,978062094
48,1923,3,978062444
48,2081,3,978062523
48,3253,4,978062557
48,2150,3,978062594
48,1747,3,978062594
48,3397,3,978062623
48,2134,2,978063300
48,543,3,978063426
48,3688,1,978063507
48,2413,4,978063655
48,236,3,978063800
48,303,3,978064743
48,1779,3,978064992
48,2401,3,978065821
48,2947,4,978065950
48,1242,4,978065950
48,3639,3,978065974
48,2115,4,978066063
48,3763,2,978066063
48,2023,3,978066122
48,2990,3,978066209
48,1479,4,978066247
48,2126,3,978066272
48,1687,3,978066316
48,1792,3,978066316
48,2533,3,978066388
48,1690,3,978066388
48,3082,3,978066388
48,1320,3,978066404
48,1100,3,978066444
48,533,3,978066493
48,2965,2,978066555
48,2422,2,978066623
48,2817,1,978066659
48,1007,2,978066813
48,1013,3,978066840
48,2093,3,978066897
48,2082,3,978066921
49,1997,5,977971959
49,648,3,977972053
49,3785,3,977972096
49,3213,3,977972678
49,2081,3,977972678
49,661,3,977972750
49,2908,5,977972856
49,1267,5,977973038
49,1054,5,977973134
49,1196,5,977973232
49,2692,4,977973371
49,589,5,977973434
49,1215,2,977973609
49,377,5,977973852
49,21,3,977974431
49,3265,3,977974751
50,2338,4,977960565
50,524,4,977960619
50,3556,3,977960681
50,3821,1,977960942
50,3483,3,977960942
50,2948,4,977961130
51,1721,4,977947270
51,1337,4,977947270
51,3618,4,977947369
51,3594,3,977947405
51,2396,4,977947865
51,3255,5,977947865
52,1589,2,977946593
52,3952,4,977947102
52,110,5,977947292
52,2028,5,977947292
52,6,5,977947339
52,1573,5,977947435
52,2763,5,977947435
52,1580,2,977947472
52,648,1,977947472
52,3208,4,977947472
52,2617,1,977947504
52,1518,3,977947724
53,2706,5,977948809
53,2572,3,977948809
53,3004,4,977948848
53,2355,5,977948959
53,3016,3,977949021
53,1093,3,977949058
53,1911,4,977949058
53,2718,5,977949103
53,2336,5,977949103
53,913,5,977949368
53,2581,5,977949405
53,2490,5,977949481
53,968,5,977949481
53,2502,4,977949481
53,3512,4,977949561
53,2396,5,977949597
53,2840,3,977949633
53,1266,5,977949804
53,1378,3,977949944
53,1294,5,977950042
53,2028,5,977950075
53,969,5,977950202
53,593,5,977952986
53,1212,5,977953833
53,903,5,977953928
53,1089,5,977972897
53,1240,5,977972897
53,47,5,977973053
53,482,5,977973175
53,2183,5,977973828
53,2542,5,977973857
53,1994,5,977973857
53,1921,5,977973989
53,2118,5,977974136
53,2353,5,977974136
53,2288,5,977974162
53,1909,3,977974188
53,543,4,977974279
53,494,4,977974279
53,1645,3,977974414
53,1479,3,977974587
53,1597,4,977974764
53,1047,4,977974838
53,1658,5,977975206
53,3708,5,977975456
53,1175,5,977975954
53,541,5,977975993
53,3932,5,977975993
53,1374,4,977976020
53,1270,4,977976020
53,1199,5,977976020
53,3927,4,977976093
53,2529,5,977976093
53,2140,5,977976093
53,1584,5,977976093
53,2968,5,977976093
53,2116,5,977976185
53,2105,5,977976377
53,2985,5,977976467
53,76,4,977976467
53,2311,5,977976632
53,2034,3,977976717
53,3698,4,977976717
53,2668,1,977977489
53,788,3,977977489
53,950,5,977978671
53,2413,5,977979428
53,919,5,977979520
53,2080,4,977979551
53,1282,5,977979551
53,914,5,977979589
53,2087,5,977979589
53,2096,4,977979589
53,2081,4,977979726
53,2078,5,977979726
53,1032,5,977979726
53,1031,5,977979794
53,1030,4,977979906
53,1487,4,977979906
53,2017,1,977979906
53,3600,4,977979943
53,1387,5,977980073
53,3499,5,977980114
53,1982,5,977980147
53,1345,4,977980183
53,3018,4,977980283
53,253,3,977980504
53,2787,4,977980579
53,2148,4,977980579
53,532,5,977980624
53,2328,3,977980687
53,3660,3,977980687
53,1179,5,977981259
53,2872,5,977981423
53,2015,4,977981473
53,2,5,977981548
53,653,3,977981548
53,3489,3,977981604
53,126,1,977981604
53,3092,5,977981809
53,3030,5,977981973
53,1704,5,977982185
53,2728,5,977982185
53,1280,5,977982675
53,953,5,977982905
53,17,5,977983091
53,1277,5,977983091
53,1302,4,977983091
54,260,4,977944080
54,1016,2,977944080
54,3504,4,977944422
54,898,5,977944422
54,1304,4,977944535
54,1278,5,977944600
55,3672,4,977939597
55,105,3,977942827
55,2761,5,977948346
55,589,5,977948346
56,902,3,977938555
56,608,5,977938797
56,1358,3,977938855
56,1089,4,977938855
56,2580,4,977938881
56,2571,3,977938927
56,6,4,977938981
56,2329,5,977939120
56,1729,3,977939120
56,474,4,977939144
57,1221,4,977933908
57,2395,5,977934774
57,1249,4,977935330
57,2160,3,977935330
57,480,3,977935410
57,2135,2,977935559
57,522,4,977935656
57,3794,4,977935656
57,3646,1,977935812
58,1221,4,977933811
58,3835,2,977933866
58,1193,5,977933866
58,1175,5,977934190
58,1199,5,977934627
58,2028,5,977935034
58,3703,5,977935076
58,2194,4,977935106
